,,食物名,エネルギーJ,エネルギー,水分,アミノ酸組成による たんぱく質,"たんぱく質",脂肪酸のトリアシルグリセロール当量,"コレステロール",脂質,利用可能炭水化物,利用可能炭水化物 （質量計）,"差引き法による 利用可能炭水化物 ","食物繊維総量",糖アルコール,炭水化物,有機酸,灰分,ナ ト リ ウ ム,カ リ ウ ム,カ ル シ ウ ム,マ グ ネ シ ウ ム,リ ン,鉄,亜 鉛,銅,マ ン ガ ン,ヨ ウ 素,セ レ ン,ク ロ ム,モリブデン,レチノール,α|カロテン,β|カロテン,β|クリプトキサンチン,β|カロテン当量,レチノール活性当量,"      ビタミンD",α|トコフェロール,β|トコフェロール,γ|トコフェロール,δ|トコフェロール,ビタミンK,ビタミンＢ１,"ビタミン B２","ナイアシン",ナイアシン当量,ビタミンＢ６,"ビタミンＢ１２","葉 酸",パントテン酸,ビ オ チ ン,ビタミンC,アルコール,食塩相当量
,,単位,kJ,kcal,g,g,"g",g,"mg",g,g,g,"g","g",g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg,mg,μg,μg,μg,μg,μg,μg,μg,μg,μg,μg,"μg",mg,mg,mg,mg,μg,mg,"mg","mg",mg,mg,"μg","μg",mg,μg,mg,g,g
,,成分識別子,ENERC,ENERC_KCAL,WATER,PROTCAA,"PROT-",FATNLEA,"CHOLE",FAT-,CHOAVLM,CHOAVL,"CHOAVLDF-","FIB-",POLYL,CHOCDF-,OA,ASH,NA,K,CA,MG,P,FE,ZN,CU,MN,ID,SE,CR,MO,RETOL,CARTA,CARTB,CRYPXB,CARTBEQ,VITA_RAE,"VITD",TOCPHA,TOCPHB,TOCPHG,TOCPHD,"VITK ",THIA,"RIBF","NIA",NE,VITB6A,"VITB12","FOL",PANTAC,BIOT,VITC,ALC,NACL_EQ
15094,2190,＜ビスケット類＞ クラッカー ソーダクラッカー,1775,421,3.1,9.4,"10.4",9.3,"-",9.8,-,-,"73.8","2.1",-,74.4,-,2.3,730,140,55,21,85,0.7,0.4,0.14,0.55,-,-,-,-,0,-,-,-,0,0,"-",1.5,0.3,0.6,0.2,1,0.05,"0.04","0.8",2.9,0.04,"-","22",0.54,-,0,-,1.9
15095,2191,＜ビスケット類＞ サブレ,1937,459,3.1,5.7,"6.1",16.1,"54",16.6,77.2,71.7,"73.2","1.3",0,73.5,-,0.7,73,110,36,8,84,0.5,0.3,0.06,0.23,5,6,1,7,30,0,0,2,0,0,"0.6",1.7,0.1,1.8,0.7,3,0.07,"0.07","0.3",1.7,0.03,"0.2","12",0.45,4.1,0,-,0.2
15054,2192,＜ビスケット類＞ 中華風クッキー,2154,514,3.0,4.7,"5.1",27.6,"75",29.5,65.2,60.7,"63.0","1.1",0,61.8,-,0.6,97,81,25,6,63,0.4,0.3,0.05,0.19,4,5,1,6,27,0,0,2,0,0,"0.5",0.4,0.1,0.1,0,4,0.06,"0.06","0.3",1.4,0.02,"0.1","10",0.37,3.6,0,-,0.2
15097,2193,＜ビスケット類＞ ビスケット ハードビスケット,1780,422,2.6,6.4,"7.6",8.9,"10",10.0,78.0,71.9,"77.8","2.3",-,77.8,-,2.0,320,140,330,22,96,0.9,0.5,0.12,0.58,4,4,2,9,18,0,6,0,6,18,"Tr",0.9,0.3,0.8,0.4,2,0.13,"0.22","1.0",2.4,0.06,"-","16",0.63,2.2,0,-,0.8
15098,2194,＜ビスケット類＞ ビスケット ソフトビスケット,2147,511,3.2,5.2,"5.7",23.9,"58",27.6,72.6,67.0,"65.4","1.4",0,62.6,Tr,0.9,220,110,20,12,66,0.5,0.4,0.08,0.33,3,4,1,9,130,0,180,0,180,150,"Tr",2.2,0.2,1.7,0.6,6,0.06,"0.05","0.6",1.8,0.04,"-","7",0.45,2.3,0,-,0.6
15099,2195,＜ビスケット類＞ プレッツェル,1956,465,1.0,8.6,"9.9",16.8,"-",18.6,-,-,"68.8","2.6",-,68.2,-,2.3,750,160,36,22,140,0.9,0.5,0.12,0.43,-,-,-,-,0,3,53,10,59,5,"-",2.6,0.3,3.8,0.9,7,0.13,"0.11","1.1",3.1,0.06,"-","27",0.51,-,-,-,1.9
15096,2196,＜ビスケット類＞ リーフパイ,2333,558,2.5,5.3,"5.8",34.7,"1",35.5,59.1,53.9,"55.4","1.7",0,55.8,-,0.4,54,77,14,8,42,0.4,0.2,0.06,0.30,Tr,3,1,8,0,-,-,-,0,0,"Tr",3.5,0.2,4.3,1.7,2,0.08,"0.02","0.4",1.6,0.02,"0","6",0.37,0.8,0,-,0.1
15100,2197,＜ビスケット類＞ ロシアケーキ,2038,486,4.0,5.4,"5.8",22.9,"1",23.4,67.8,63.3,"64.9","1.8",0,65.8,0,1.0,200,140,41,32,75,0.5,0.4,0.14,0.37,Tr,3,1,4,1,0,1,0,1,1,"Tr",4.5,0.1,2.3,0.9,1,0.06,"0.14","0.6",1.8,0.02,"Tr","9",0.27,1.0,0,-,0.5
15101,2198,＜スナック類＞ 小麦粉あられ,2004,476,2.0,7.0,"7.6",18.9,"1",19.5,72.9,66.3,"67.6","2.3",-,68.8,-,2.2,710,100,18,11,55,0.5,0.3,0.08,0.39,Tr,4,2,11,0,-,-,-,0,0,"Tr",2.0,0.2,2.3,0.9,1,0.10,"0.03","0.5",1.8,0.03,"0","8",0.48,1.1,0,-,1.8
15102,2199,＜スナック類＞ コーンスナック,2159,516,0.9,4.7,"5.2",25.4,"0",27.1,-,-,"66.4","1.0",-,65.3,-,1.5,470,89,50,13,70,0.4,0.3,0.05,0.08,-,-,-,-,0,12,84,79,130,11,"-",3.7,0.1,3.8,1.8,-,0.02,"0.05","0.7",1.3,0.06,"-","8",0.30,-,0,-,1.2
15103,2200,＜スナック類＞ ポテトチップス ポテトチップス,2255,541,2.0,4.4,"4.7",34.2,"Tr",35.2,-,-,"51.8","4.2",-,54.7,-,3.4,400,1200,17,70,100,1.7,0.5,0.21,0.40,260,0,3,10,0,-,-,-,0,0,"-",6.2,0.3,0.8,0.1,-,0.26,"0.06","4.3",5.6,-,"-","70",0.94,1.6,15,-,1.0
15104,2201,＜スナック類＞ ポテトチップス 成形ポテトチップス,2149,515,2.2,6.3,"5.8",28.8,"-",32.0,-,-,"55.2","4.8",-,57.3,-,2.7,360,900,49,53,140,1.2,0.7,0.20,0.30,-,-,-,-,0,0,0,0,0,0,"-",2.6,0.1,0.7,0.8,4,0.25,"0.05","4.2",5.2,0.54,"-","36",1.08,-,9,-,0.9
15109,2202,＜キャンデー類＞ かわり玉,1671,392,0.5,-,"0",-,"0",0,104.4,99.5,"99.5","0",-,99.5,-,0,1,2,1,0,0,0,0,0.01,0,0,0,0,0,0,-,-,-,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0.1,0,-,0
15105,2203,＜キャンデー類＞ キャラメル,1799,426,5.4,3.4,"4.0",10.4,"14",11.7,-,-,"79.8","0",-,77.9,-,1.0,110,180,190,13,100,0.3,0.4,0.03,0.06,14,3,1,6,110,0,15,0,15,110,"3",0.5,Tr,0.9,0.5,3,0.09,"0.18","1.1",2.0,0.02,"-","5",0.58,2.7,0,-,0.3
15107,2204,＜キャンデー類＞ ゼリーキャンデー,1426,334,16.0,Tr,"Tr",0,"0",0,88.7,83.1,"83.1","0.9",0,83.9,-,0.1,2,1,8,1,1,0.1,Tr,0.01,0.04,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0.01,0,0,-,0
15108,2205,＜キャンデー類＞ ゼリービーンズ,1527,358,9.5,Tr,"Tr",0,"0",Tr,95.0,89.5,"89.5","0.9",0,90.4,-,0.1,2,6,10,2,6,0.2,Tr,0.01,0.04,0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0.01,Tr,0,-,0
15110,2206,＜キャンデー類＞ ドロップ,1662,389,2.0,-,"0",-,"0",0,103.8,98.0,"98.0","0",-,98.0,-,Tr,1,1,1,0,Tr,Tr,0,0.01,Tr,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,Tr,0,-,0
15111,2207,＜キャンデー類＞ バタースコッチ,1758,414,2.0,Tr,"Tr",6.0,"17",6.5,95.9,91.1,"91.5","0",-,91.0,-,0.4,150,4,2,Tr,2,Tr,0,0.01,Tr,0,0,0,Tr,61,0,15,0,15,62,"0.1",0.1,0,0,0,2,0,"Tr","0",0,0,"0","0",0.01,0.1,0,-,0.4
15112,2208,＜キャンデー類＞ ブリットル,2118,506,1.5,11.8,"12.6",27.0,"0",26.5,55.5,52.5,"54.6","3.6",0,58.1,0.2,1.4,72,380,26,100,200,0.9,1.5,0.35,1.08,Tr,1,0,48,0,0,2,2,3,0,"0",5.4,0.2,3.7,0.2,0,0.12,"0.07","12.0",14.0,0.23,"0","29",1.10,53.0,0,-,0.2
15113,2209,＜キャンデー類＞ マシュマロ,1382,324,18.5,2.1,"2.1",-,"0",0,84.1,79.3,"79.4","0",-,79.3,-,Tr,7,1,1,0,1,0.1,0,0.01,Tr,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",Tr,Tr,0,-,Tr
15106,2210,＜キャンデー類＞ ラムネ,1586,373,7.0,-,"0",-,"0",0.5,-,-,"92.2","0",-,92.2,-,0.3,67,5,110,2,5,0.1,0,0.05,0,1,0,1,Tr,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","Tr",0,0,2,-,0.2
15137,2211,＜チョコレート類＞ アーモンドチョコレート,2339,562,2.0,10.4,"11.4",39.6,"12",40.4,40.1,38.2,"38.8","6.1",0,43.3,0.2,2.2,41,550,240,150,320,2.8,2.3,0.77,1.14,12,4,15,7,41,3,26,1,28,43,"0.6",11.0,0.1,4.5,0.3,4,0.19,"0.64","2.1",4.3,0.10,"0","35",1.18,4.9,0,-,0.1
15114,2212,＜チョコレート類＞ カバーリングチョコレート,2049,488,2.0,6.0,"7.1",23.1,"15",24.3,66.4,62.2,"63.1","3.2",0,64.2,0.2,1.9,170,320,270,53,180,1.8,1.2,0.38,0.47,13,5,15,10,45,2,23,0,24,46,"0.6",0.8,0.1,4.2,0.4,4,0.16,"0.33","1.1",2.6,0.09,"-","17",1.18,5.4,0,-,0.4
15115,2213,＜チョコレート類＞ ホワイトチョコレート,2457,588,0.8,-,"7.2",37.8,"22",39.5,58.2,55.4,"52.0","0.6",-,50.9,-,1.6,92,340,250,24,210,0.1,0.8,0.02,0.02,20,5,1,8,47,4,38,0,39,50,"Tr",0.8,Tr,5.8,0.5,9,0.08,"0.39","0.2",1.4,0.05,"-","8",1.05,4.4,-,-,0.2
15116,2214,＜チョコレート類＞ ミルクチョコレート,2301,551,0.5,5.8,"6.9",32.8,"19",34.1,59.3,56.5,"53.9","3.9",0,55.8,0.3,1.8,64,440,240,74,240,2.4,1.6,0.55,0.41,19,6,24,11,63,4,35,0,37,66,"1",0.7,Tr,6.5,0.4,6,0.19,"0.41","1.2",2.8,0.11,"-","18",1.56,7.6,0,-,0.2
15117,2215,＜果実菓子類＞ マロングラッセ,1291,303,21.0,0.9,"1.1",0.2,"0",0.3,79.1,75.0,"77.6","-",0,77.4,-,0.2,28,60,8,-,20,0.6,-,-,-,-,-,-,-,0,-,-,-,10,1,"0",-,-,-,-,-,-,"0.03","0.1",0.3,-,"-","-",-,-,0,-,0.1
15118,2216,＜チューインガム類＞ 板ガム,1647,388,3.1,-,"0",-,"0",0,-,-,"96.9","0",-,96.9,-,Tr,3,3,3,-,Tr,0.1,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,-,0,"0","0",0,-,"-","-",-,-,0,-,0
15119,2217,＜チューインガム類＞ 糖衣ガム,1659,390,2.4,-,"0",-,"0",0,-,-,"97.6","0",-,97.6,-,Tr,2,4,1,-,Tr,0.1,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,-,0,"0","0",0,-,"-","-",-,-,0,-,0
15120,2218,＜チューインガム類＞ 風船ガム,1644,387,3.3,-,"0",-,"0",0,-,-,"96.7","0",-,96.7,-,Tr,3,4,3,-,Tr,0.1,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,-,0,"0","0",0,-,"-","-",-,-,0,-,0
15138,2219,＜その他＞ カスタードクリーム,733,174,61.8,4.4,"5.1",6.5,"180",7.6,26.1,24.6,"26.5","0.2",0,24.8,0.1,0.7,34,120,93,9,140,0.7,0.9,0.02,0.04,18,10,0,5,120,0,5,14,12,120,"1.9",2.5,Tr,0.3,0,7,0.07,"0.16","0.1",1.3,0.07,"0.6","26",0.83,11.0,1,-,0.1
15139,2220,＜その他＞ しるこ こしあん,899,211,46.1,4.0,"4.7",0.1,"0",0.3,50.0,47.1,"46.3","3.2",0,48.7,-,0.2,2,29,35,14,40,1.3,0.5,0.11,0.35,0,0,Tr,28,0,0,0,0,0,0,"0",0,0,0.7,1.8,3,0.01,"0.02","Tr",0.9,0,"0","1",0.03,1.2,0,-,0
15140,2221,＜その他＞ しるこ つぶしあん,760,179,54.5,3.6,"4.2",0.2,"0",0.4,41.0,38.6,"37.0","4.3",0,40.5,-,0.4,42,120,14,17,55,1.1,0.5,0.15,0.30,0,0,1,37,0,0,0,0,0,0,"0",0.1,-,0.7,1.4,4,0.01,"0.02","0.1",0.8,0.02,"0","6",0.13,1.3,-,-,0.1
15180,2222,＜その他＞ チョコレートクリーム,2007,481,14.6,4.0,"4.6",30.6,"15",32.0,50.1,47.0,"48.8","0.6",0,47.3,-,1.2,200,310,160,26,150,0.6,0.6,0.10,0.07,10,2,6,4,45,1,89,0,95,53,"3.2",4.3,0.2,11.0,1.7,16,0.07,"0.23","0.3",1.1,0.03,"0.3","3",0.77,1.8,1,-,0.5
16001,2223,＜アルコール飲料類＞ （醸造酒類） 清酒 普通酒,447,107,82.4,0.3,"0.4",0,"0",Tr,2.5,2.5,"5.0","0",-,4.9,-,Tr,2,5,3,1,7,Tr,0.1,Tr,0.16,1,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,Tr,"0","0",Tr,0.07,"0","0",0,0,0,12.3,0
16002,2224,＜アルコール飲料類＞ （醸造酒類） 清酒 純米酒,425,102,83.7,0.3,"0.4",0,"0",Tr,2.3,2.3,"3.7","0",-,3.6,-,Tr,4,5,3,1,9,0.1,0.1,Tr,0.18,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,Tr,"0","0",Tr,0.12,"0","0",0.02,-,0,12.3,0
16003,2225,＜アルコール飲料類＞ （醸造酒類） 清酒 本醸造酒,440,106,82.8,0.3,"0.4",0,"0",0,2.6,2.6,"4.6","0",-,4.5,-,Tr,2,5,3,1,8,Tr,0.1,Tr,0.19,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,Tr,"0","0",Tr,0.09,"0","0",0,-,0,12.3,0
16004,2226,＜アルコール飲料類＞ （醸造酒類） 清酒 吟醸酒,429,103,83.6,0.2,"0.3",0,"0",0,2.4,2.4,"3.7","0",-,3.6,-,Tr,2,7,2,1,7,Tr,0.1,0.01,0.16,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",Tr,0.12,"0","0",0.06,-,0,12.5,0
16005,2227,＜アルコール飲料類＞ （醸造酒類） 清酒 純米吟醸酒,425,102,83.5,0.3,"0.4",0,"0",0,2.5,2.5,"4.2","0",-,4.1,-,Tr,3,5,2,1,8,Tr,0.1,0.01,0.20,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",Tr,0.14,"0","0",0.06,-,0,12.0,0
16006,2228,＜アルコール飲料類＞ （醸造酒類） ビール 淡色,165,39,92.8,0.2,"0.3",0,"0",0,Tr,Tr,"3.1","0",-,3.1,0.1,0.1,3,34,3,7,15,Tr,Tr,Tr,0.01,1,Tr,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0.02","0.8",0.9,0.05,"0.1","7",0.08,0.9,0,3.7,0
16007,2229,＜アルコール飲料類＞ （醸造酒類） ビール 黒,188,45,91.6,0.3,"0.4",0,"0",Tr,-,-,"3.5","0.2",-,3.6,-,0.2,3,55,3,10,33,0.1,Tr,Tr,0.02,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0.04","1.0",1.1,0.07,"Tr","9",0.04,-,0,4.2,0
16008,2230,＜アルコール飲料類＞ （醸造酒類） ビール スタウト,260,62,88.4,0.3,"0.5",0,"0",Tr,-,-,"4.8","0.3",-,4.9,-,0.3,4,65,3,14,43,0.1,Tr,Tr,0.06,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0.05","1.0",1.1,0.06,"Tr","10",0.12,-,0,5.9,0
16009,2231,＜アルコール飲料類＞ （醸造酒類） 発泡酒,185,44,92.0,0.1,"0.1",0,"0",0,0,0,"3.6","0",-,3.6,-,0.1,1,13,4,4,8,0,Tr,Tr,0.01,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0.01","0.3",0.3,0.01,"0","4",0.10,-,0,4.2,0
16010,2232,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 白,313,75,88.6,-,"0.1",-,"0",Tr,2.5,2.2,"1.4","-",-,2.0,0.6,0.2,3,60,8,7,12,0.3,Tr,0.01,0.09,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0.1",0.1,0.02,"0","0",0.07,-,0,9.1,0
16011,2233,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 赤,282,68,88.7,-,"0.2",-,"0",Tr,0.2,0.2,"1.0","-",-,1.5,0.5,0.3,2,110,7,9,13,0.4,Tr,0.02,0.15,Tr,0,2,1,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0.01","0.1",0.1,0.03,"0","0",0.07,1.9,0,9.3,0
16012,2234,＜アルコール飲料類＞ （醸造酒類） ぶどう酒 ロゼ,296,71,87.4,-,"0.1",0,"0",Tr,2.5,2.5,"3.4","0",-,4.0,0.6,Tr,4,60,10,7,10,0.4,Tr,0.02,0.10,-,-,-,-,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0.1",0.1,0.02,"0","0",0,-,0,8.5,0
16013,2235,＜アルコール飲料類＞ （醸造酒類） 紹興酒,525,126,78.8,-,"1.7",-,"0",Tr,-,-,"5.1","Tr",-,5.1,-,0.3,15,55,25,19,37,0.3,0.4,0.02,0.49,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,Tr,"0.03","0.6",0.9,0.03,"Tr","1",0.19,-,0,14.1,0
16014,2236,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 連続式蒸留しょうちゅう,841,203,71.0,-,"0",-,"0",0,-,-,"0","0",-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,29.0,0
16015,2237,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 単式蒸留しょうちゅう,595,144,79.5,-,"0",-,"0",0,-,-,"0","0",-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,20.5,-
16060,2238,＜アルコール飲料類＞ （蒸留酒類） しょうちゅう 泡盛,852,206,70.6,-,"Tr",-,"-",Tr,-,-,"0","-",-,0,-,0,1,1,Tr,0,0,Tr,0,Tr,Tr,-,-,-,-,-,-,-,-,-,-,"-",-,-,-,-,-,-,"-","-",0,-,"-","-",-,-,-,29.3,0
16016,2239,＜アルコール飲料類＞ （蒸留酒類） ウイスキー,969,234,66.6,-,"0",-,"0",0,-,-,"0","0",-,0,-,0,2,1,0,0,Tr,Tr,Tr,0.01,0,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,33.4,0
16017,2240,＜アルコール飲料類＞ （蒸留酒類） ブランデー,969,234,66.6,-,"0",-,"0",0,-,-,"0","0",-,0,-,0,4,1,0,0,Tr,0,Tr,0.03,0,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,33.4,0
16018,2241,＜アルコール飲料類＞ （蒸留酒類） ウオッカ,980,237,66.2,-,"0",-,"0",0,-,-,"0","0",-,Tr,-,0,Tr,Tr,0,-,0,0,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,33.8,0
16019,2242,＜アルコール飲料類＞ （蒸留酒類） ジン,1162,280,59.9,-,"0",-,"0",Tr,-,-,"0.1","0",-,0.1,-,0,Tr,Tr,0,-,0,0,-,-,-,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,40.0,0
16020,2243,＜アルコール飲料類＞ （蒸留酒類） ラム,982,237,66.1,-,"0",-,"0",Tr,-,-,"0.1","0",-,0.1,-,0,3,Tr,0,0,Tr,0,Tr,Tr,0,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,33.8,0
16021,2244,＜アルコール飲料類＞ （蒸留酒類） マオタイ酒,1314,317,54.7,-,"0",-,"0",0,-,-,"0","0",-,0,-,0,Tr,Tr,2,0,Tr,0.3,Tr,0.02,0.01,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0","0",0,0,"0","0",0,-,0,45.3,0
16022,2245,＜アルコール飲料類＞ （混成酒類） 梅酒,649,155,68.9,-,"0.1",-,"-",Tr,-,-,"20.7","-",-,20.7,-,0.1,4,39,1,2,3,Tr,Tr,0.01,0.01,0,0,1,Tr,0,-,-,-,0,0,"-",-,-,-,-,-,0,"0.01","Tr",Tr,0.01,"0","0",0,0.1,0,10.2,0
16023,2246,＜アルコール飲料類＞ （混成酒類） 合成清酒,449,108,82.2,-,"0.1",-,"-",0,-,-,"5.3","-",-,5.3,-,0.1,11,3,2,Tr,5,0,Tr,Tr,0,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0,"0","0",Tr,0.01,"0","0",0,-,0,12.3,0
16024,2247,＜アルコール飲料類＞ （混成酒類） 白酒,999,236,44.7,-,"1.9",-,"-",Tr,-,-,"48.5","-",-,48.1,-,Tr,5,14,3,4,14,0.1,0.3,0.08,0.27,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0.02,"0.01","0.1",0.4,0.02,"0","1",0.10,-,1,4.9,0
16025,2248,＜アルコール飲料類＞ （混成酒類） みりん 本みりん,1015,241,47.0,0.2,"0.3",-,"-",Tr,26.8,26.6,"43.3","-",-,43.2,-,Tr,3,7,2,2,7,0,0,0.05,0.04,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,Tr,"0","Tr",Tr,0.01,"0","0",0,-,0,9.5,0
16026,2249,＜アルコール飲料類＞ （混成酒類） みりん 本直し,748,179,68.2,0.1,"0.1",-,"-",Tr,-,-,"14.4","-",-,14.4,-,Tr,3,2,2,2,3,0,Tr,Tr,0.06,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0,"0","0",0,0,"0","0",0,-,0,17.3,0
16027,2250,＜アルコール飲料類＞ （混成酒類） 薬味酒,763,181,62.6,-,"Tr",-,"-",Tr,-,-,"26.8","-",-,26.8,-,Tr,1,14,1,1,2,Tr,Tr,Tr,0.08,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0,"0","0.1",0.1,0.01,"0","0",0,-,0,10.6,0
16028,2251,＜アルコール飲料類＞ （混成酒類） キュラソー,1333,319,43.1,-,"Tr",-,"-",Tr,-,-,"26.4","-",-,26.4,-,Tr,1,Tr,Tr,0,0,0,Tr,0.01,0,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0,"0","0",0,0,"0","0",0,-,0,30.5,0
16029,2252,＜アルコール飲料類＞ （混成酒類） スイートワイン,524,125,75.2,-,"0.1",-,"-",0,12.2,12.2,"13.0","-",-,13.4,0.4,0.2,5,70,5,5,7,0.3,Tr,Tr,0.01,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0,"Tr","Tr",Tr,0.01,"0","0",0,-,0,11.1,0
16030,2253,＜アルコール飲料類＞ （混成酒類） ペパーミント,1260,300,41.0,-,"0",-,"-",0,-,-,"37.6","-",-,37.6,-,Tr,4,1,Tr,0,0,0,Tr,Tr,0,-,-,-,-,0,-,-,-,0,0,"-",-,-,-,-,-,0,"0","0",0,0,"0","0",0,-,0,21.4,0
16031,2254,＜アルコール飲料類＞ （混成酒類） ベルモット 甘口タイプ,631,151,71.3,-,"0.1",-,"-",0,-,-,"16.4","-",-,16.4,-,0.1,4,29,6,5,7,0.3,Tr,0.01,0.01,-,-,-,-,-,-,-,-,-,-,"-",-,-,-,-,-,0,"0","0.1",0.1,Tr,"0","0",0.06,-,0,12.1,0
16032,2255,＜アルコール飲料類＞ （混成酒類） ベルモット 辛口タイプ,468,113,81.7,-,"0.1",-,"-",0,3.1,3.0,"3.7","-",-,3.7,-,0.1,4,26,8,6,8,0.3,Tr,0.01,0.01,-,-,-,-,-,-,-,-,-,-,"-",-,-,-,-,-,0,"0","0.1",0.1,Tr,"0","0",0,-,0,14.4,0
16059,2256,＜アルコール飲料類＞ （混成酒類） 缶チューハイ レモン風味,211,51,91.4,-,"0",-,"0",Tr,1.8,1.8,"2.6","0.1",-,2.9,0.3,Tr,10,13,1,Tr,Tr,0,0,Tr,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0","0",0,0,"0","0",0,0,0,5.6,Tr
16033,2257,＜茶類＞ （緑茶類） 玉露 茶,998,241,3.1,22.7,"29.1",-,"0",4.1,-,-,"6.4","43.9",-,43.9,-,6.3,11,2800,390,210,410,10.0,4.3,0.84,71.00,-,-,-,-,0,-,-,-,21000,1800,"0",16.0,0.1,1.5,0,4000,0.30,"1.16","6.0",14.0,0.69,"0","1000",4.10,-,110,-,0
16034,2258,＜茶類＞ （緑茶類） 玉露 浸出液,22,5,97.8,1.0,"1.3",-,"0",0,-,-,"0.3","-",-,Tr,-,0.5,2,340,4,15,30,0.2,0.3,0.02,4.60,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,Tr,0.02,"0.11","0.6",1.0,0.07,"0","150",0.24,-,19,-,0
16035,2259,＜茶類＞ （緑茶類） 抹茶 茶,984,237,5.0,23.1,"29.6",3.3,"0",5.3,1.6,1.5,"9.5","38.5",-,39.5,-,7.4,6,2700,420,230,350,17.0,6.3,0.60,-,-,-,-,-,0,-,-,-,29000,2400,"0",28.0,0,0,0,2900,0.60,"1.35","4.0",12.0,0.96,"0","1200",3.70,-,60,-,0
16036,2260,＜茶類＞ （緑茶類） せん茶 茶,948,229,2.8,19.1,"24.5",2.9,"0",4.7,-,-,"8.4","46.5",-,47.7,-,5.0,3,2200,450,200,290,20.0,3.2,1.30,55.00,4,3,8,1,0,-,-,-,13000,1100,"0",65.0,6.2,7.5,0,1400,0.36,"1.43","4.1",11.0,0.46,"0","1300",3.10,52.0,260,-,0
16037,2261,＜茶類＞ （緑茶類） せん茶 浸出液,7,2,99.4,0.2,"0.2",-,"0",0,-,-,"0.3","-",-,0.2,-,0.1,3,27,3,2,2,0.2,Tr,0.01,0.31,0,0,0,0,0,-,-,-,0,0,"0",-,-,-,-,Tr,0,"0.05","0.2",0.3,0.01,"0","16",0.04,0.8,6,-,0
16038,2262,＜茶類＞ （緑茶類） かまいり茶 浸出液,2,1,99.7,0.1,"0.1",-,"0",0,-,-,"0.1","-",-,Tr,-,0.1,1,29,4,1,1,Tr,Tr,Tr,0.37,-,-,-,-,0,-,-,-,0,0,"0",-,-,-,-,0,0,"0.04","0.1",0.1,0.01,"0","18",0,-,4,-,0
